id,choice_set,two_choices,two_choices_set,choice1,choice2,num1,num2,phenomenon_category,category1,category2
0,a man; a woman,a man; a woman,a man; a woman,a man,a woman,1,1,AllComparisons,,
1475,a criminal; a large man,1 criminal; 1 large man,1 criminal; 1 large man,1 criminal,1 large man,1,1,AllComparisons,,
1476,a criminal; a large man,2 large men; a criminal,a criminal; 2 large men,2 large men,a criminal,2,1,AllComparisons,,
1477,a criminal; a large man,a criminal; 2 large men,a criminal; 2 large men,a criminal,2 large men,1,2,AllComparisons,,
1478,a criminal; a large man,a large man; 2 criminals,2 criminals; a large man,a large man,2 criminals,1,2,AllComparisons,,
1479,a criminal; a large man,2 criminals; a large man,2 criminals; a large man,2 criminals,a large man,2,1,AllComparisons,,
1480,a criminal; a large man,2 large men; 2 criminals,2 criminals; 2 large men,2 large men,2 criminals,2,2,AllComparisons,,
1481,a criminal; a large man,2 criminals; 2 large men,2 criminals; 2 large men,2 criminals,2 large men,2,2,AllComparisons,,
1482,a criminal; a large man,5 large men; a criminal,a criminal; 5 large men,5 large men,a criminal,5,1,AllComparisons,,
1483,a criminal; a large man,a criminal; 5 large men,a criminal; 5 large men,a criminal,5 large men,1,5,AllComparisons,,
1484,a criminal; a large man,a large man; 5 criminals,5 criminals; a large man,a large man,5 criminals,1,5,AllComparisons,,
1485,a criminal; a large man,5 criminals; a large man,5 criminals; a large man,5 criminals,a large man,5,1,AllComparisons,,
1486,a criminal; a large man,5 large men; 5 criminals,5 criminals; 5 large men,5 large men,5 criminals,5,5,AllComparisons,,
1487,a criminal; a large man,5 criminals; 5 large men,5 criminals; 5 large men,5 criminals,5 large men,5,5,AllComparisons,,
1488,a large man; a male executive,a large man; a male executive,a large man; a male executive,a large man,a male executive,1,1,AllComparisons,,
1489,a large man; a male executive,a male executive; a large man,a large man; a male executive,a male executive,a large man,1,1,AllComparisons,,
1490,a large man; a male executive,1 large man; 1 male executive,1 large man; 1 male executive,1 large man,1 male executive,1,1,AllComparisons,,
1491,a large man; a male executive,1 male executive; 1 large man,1 large man; 1 male executive,1 male executive,1 large man,1,1,AllComparisons,,
1492,a large man; a male executive,2 large men; a male executive,2 large men; a male executive,2 large men,a male executive,2,1,AllComparisons,,
1493,a large man; a male executive,a male executive; 2 large men,2 large men; a male executive,a male executive,2 large men,1,2,AllComparisons,,
1494,a large man; a male executive,a large man; 2 male executives,a large man; 2 male executives,a large man,2 male executives,1,2,AllComparisons,,
1495,a large man; a male executive,2 male executives; a large man,a large man; 2 male executives,2 male executives,a large man,2,1,AllComparisons,,
1496,a large man; a male executive,2 large men; 2 male executives,2 large men; 2 male executives,2 large men,2 male executives,2,2,AllComparisons,,
1497,a large man; a male executive,2 male executives; 2 large men,2 large men; 2 male executives,2 male executives,2 large men,2,2,AllComparisons,,
1498,a large man; a male executive,5 large men; a male executive,5 large men; a male executive,5 large men,a male executive,5,1,AllComparisons,,
1499,a large man; a male executive,a male executive; 5 large men,5 large men; a male executive,a male executive,5 large men,1,5,AllComparisons,,
1500,a large man; a male executive,a large man; 5 male executives,a large man; 5 male executives,a large man,5 male executives,1,5,AllComparisons,,
1501,a large man; a male executive,5 male executives; a large man,a large man; 5 male executives,5 male executives,a large man,5,1,AllComparisons,,
1502,a large man; a male executive,5 large men; 5 male executives,5 large men; 5 male executives,5 large men,5 male executives,5,5,AllComparisons,,
1503,a large man; a male executive,5 male executives; 5 large men,5 large men; 5 male executives,5 male executives,5 large men,5,5,AllComparisons,,
1504,a female executive; a large man,a large man; a female executive,a female executive; a large man,a large man,a female executive,1,1,AllComparisons,,
1505,a female executive; a large man,a female executive; a large man,a female executive; a large man,a female executive,a large man,1,1,AllComparisons,,
1506,a female executive; a large man,1 large man; 1 female executive,1 female executive; 1 large man,1 large man,1 female executive,1,1,AllComparisons,,
1507,a female executive; a large man,1 female executive; 1 large man,1 female executive; 1 large man,1 female executive,1 large man,1,1,AllComparisons,,
1508,a female executive; a large man,2 large men; a female executive,a female executive; 2 large men,2 large men,a female executive,2,1,AllComparisons,,
1509,a female executive; a large man,a female executive; 2 large men,a female executive; 2 large men,a female executive,2 large men,1,2,AllComparisons,,
1510,a female executive; a large man,a large man; 2 female executives,2 female executives; a large man,a large man,2 female executives,1,2,AllComparisons,,
1511,a female executive; a large man,2 female executives; a large man,2 female executives; a large man,2 female executives,a large man,2,1,AllComparisons,,
1512,a female executive; a large man,2 large men; 2 female executives,2 female executives; 2 large men,2 large men,2 female executives,2,2,AllComparisons,,
1513,a female executive; a large man,2 female executives; 2 large men,2 female executives; 2 large men,2 female executives,2 large men,2,2,AllComparisons,,
1514,a female executive; a large man,5 large men; a female executive,a female executive; 5 large men,5 large men,a female executive,5,1,AllComparisons,,
1515,a female executive; a large man,a female executive; 5 large men,a female executive; 5 large men,a female executive,5 large men,1,5,AllComparisons,,
1516,a female executive; a large man,a large man; 5 female executives,5 female executives; a large man,a large man,5 female executives,1,5,AllComparisons,,
1517,a female executive; a large man,5 female executives; a large man,5 female executives; a large man,5 female executives,a large man,5,1,AllComparisons,,
1518,a female executive; a large man,5 large men; 5 female executives,5 female executives; 5 large men,5 large men,5 female executives,5,5,AllComparisons,,
1519,a female executive; a large man,5 female executives; 5 large men,5 female executives; 5 large men,5 female executives,5 large men,5,5,AllComparisons,,
1520,a female athlete; a large man,a large man; a female athlete,a female athlete; a large man,a large man,a female athlete,1,1,AllComparisons,,
1521,a female athlete; a large man,a female athlete; a large man,a female athlete; a large man,a female athlete,a large man,1,1,AllComparisons,,
1522,a female athlete; a large man,1 large man; 1 female athlete,1 female athlete; 1 large man,1 large man,1 female athlete,1,1,AllComparisons,,
1523,a female athlete; a large man,1 female athlete; 1 large man,1 female athlete; 1 large man,1 female athlete,1 large man,1,1,AllComparisons,,
1524,a female athlete; a large man,2 large men; a female athlete,a female athlete; 2 large men,2 large men,a female athlete,2,1,AllComparisons,,
1525,a female athlete; a large man,a female athlete; 2 large men,a female athlete; 2 large men,a female athlete,2 large men,1,2,AllComparisons,,
1526,a female athlete; a large man,a large man; 2 female athletes,2 female athletes; a large man,a large man,2 female athletes,1,2,AllComparisons,,
1527,a female athlete; a large man,2 female athletes; a large man,2 female athletes; a large man,2 female athletes,a large man,2,1,AllComparisons,,
1528,a female athlete; a large man,2 large men; 2 female athletes,2 female athletes; 2 large men,2 large men,2 female athletes,2,2,AllComparisons,,
1529,a female athlete; a large man,2 female athletes; 2 large men,2 female athletes; 2 large men,2 female athletes,2 large men,2,2,AllComparisons,,
1530,a female athlete; a large man,5 large men; a female athlete,a female athlete; 5 large men,5 large men,a female athlete,5,1,AllComparisons,,
1531,a female athlete; a large man,a female athlete; 5 large men,a female athlete; 5 large men,a female athlete,5 large men,1,5,AllComparisons,,
1532,a female athlete; a large man,a large man; 5 female athletes,5 female athletes; a large man,a large man,5 female athletes,1,5,AllComparisons,,
1533,a female athlete; a large man,5 female athletes; a large man,5 female athletes; a large man,5 female athletes,a large man,5,1,AllComparisons,,
1534,a female athlete; a large man,5 large men; 5 female athletes,5 female athletes; 5 large men,5 large men,5 female athletes,5,5,AllComparisons,,
1535,a female athlete; a large man,5 female athletes; 5 large men,5 female athletes; 5 large men,5 female athletes,5 large men,5,5,AllComparisons,,
1536,a large man; a male athlete,a large man; a male athlete,a large man; a male athlete,a large man,a male athlete,1,1,AllComparisons,,
1537,a large man; a male athlete,a male athlete; a large man,a large man; a male athlete,a male athlete,a large man,1,1,AllComparisons,,
1538,a large man; a male athlete,1 large man; 1 male athlete,1 large man; 1 male athlete,1 large man,1 male athlete,1,1,AllComparisons,,
1539,a large man; a male athlete,1 male athlete; 1 large man,1 large man; 1 male athlete,1 male athlete,1 large man,1,1,AllComparisons,,
1540,a large man; a male athlete,2 large men; a male athlete,2 large men; a male athlete,2 large men,a male athlete,2,1,AllComparisons,,
1541,a large man; a male athlete,a male athlete; 2 large men,2 large men; a male athlete,a male athlete,2 large men,1,2,AllComparisons,,
1542,a large man; a male athlete,a large man; 2 male athletes,a large man; 2 male athletes,a large man,2 male athletes,1,2,AllComparisons,,
1543,a large man; a male athlete,2 male athletes; a large man,a large man; 2 male athletes,2 male athletes,a large man,2,1,AllComparisons,,
1544,a large man; a male athlete,2 large men; 2 male athletes,2 large men; 2 male athletes,2 large men,2 male athletes,2,2,AllComparisons,,
1545,a large man; a male athlete,2 male athletes; 2 large men,2 large men; 2 male athletes,2 male athletes,2 large men,2,2,AllComparisons,,
1546,a large man; a male athlete,5 large men; a male athlete,5 large men; a male athlete,5 large men,a male athlete,5,1,AllComparisons,,
1547,a large man; a male athlete,a male athlete; 5 large men,5 large men; a male athlete,a male athlete,5 large men,1,5,AllComparisons,,
1548,a large man; a male athlete,a large man; 5 male athletes,a large man; 5 male athletes,a large man,5 male athletes,1,5,AllComparisons,,
1549,a large man; a male athlete,5 male athletes; a large man,a large man; 5 male athletes,5 male athletes,a large man,5,1,AllComparisons,,
1550,a large man; a male athlete,5 large men; 5 male athletes,5 large men; 5 male athletes,5 large men,5 male athletes,5,5,AllComparisons,,
1551,a large man; a male athlete,5 male athletes; 5 large men,5 large men; 5 male athletes,5 male athletes,5 large men,5,5,AllComparisons,,
1552,a female doctor; a large man,a large man; a female doctor,a female doctor; a large man,a large man,a female doctor,1,1,AllComparisons,,
1553,a female doctor; a large man,a female doctor; a large man,a female doctor; a large man,a female doctor,a large man,1,1,AllComparisons,,
1554,a female doctor; a large man,1 large man; 1 female doctor,1 female doctor; 1 large man,1 large man,1 female doctor,1,1,AllComparisons,,
1555,a female doctor; a large man,1 female doctor; 1 large man,1 female doctor; 1 large man,1 female doctor,1 large man,1,1,AllComparisons,,
1556,a female doctor; a large man,2 large men; a female doctor,a female doctor; 2 large men,2 large men,a female doctor,2,1,AllComparisons,,
1557,a female doctor; a large man,a female doctor; 2 large men,a female doctor; 2 large men,a female doctor,2 large men,1,2,AllComparisons,,
1558,a female doctor; a large man,a large man; 2 female doctors,2 female doctors; a large man,a large man,2 female doctors,1,2,AllComparisons,,
1559,a female doctor; a large man,2 female doctors; a large man,2 female doctors; a large man,2 female doctors,a large man,2,1,AllComparisons,,
1560,a female doctor; a large man,2 large men; 2 female doctors,2 female doctors; 2 large men,2 large men,2 female doctors,2,2,AllComparisons,,
1561,a female doctor; a large man,2 female doctors; 2 large men,2 female doctors; 2 large men,2 female doctors,2 large men,2,2,AllComparisons,,
1562,a female doctor; a large man,5 large men; a female doctor,a female doctor; 5 large men,5 large men,a female doctor,5,1,AllComparisons,,
1563,a female doctor; a large man,a female doctor; 5 large men,a female doctor; 5 large men,a female doctor,5 large men,1,5,AllComparisons,,
1564,a female doctor; a large man,a large man; 5 female doctors,5 female doctors; a large man,a large man,5 female doctors,1,5,AllComparisons,,
1565,a female doctor; a large man,5 female doctors; a large man,5 female doctors; a large man,5 female doctors,a large man,5,1,AllComparisons,,
1566,a female doctor; a large man,5 large men; 5 female doctors,5 female doctors; 5 large men,5 large men,5 female doctors,5,5,AllComparisons,,
1567,a female doctor; a large man,5 female doctors; 5 large men,5 female doctors; 5 large men,5 female doctors,5 large men,5,5,AllComparisons,,
1568,a large man; a male doctor,a large man; a male doctor,a large man; a male doctor,a large man,a male doctor,1,1,AllComparisons,,
1569,a large man; a male doctor,a male doctor; a large man,a large man; a male doctor,a male doctor,a large man,1,1,AllComparisons,,
1570,a large man; a male doctor,1 large man; 1 male doctor,1 large man; 1 male doctor,1 large man,1 male doctor,1,1,AllComparisons,,
1571,a large man; a male doctor,1 male doctor; 1 large man,1 large man; 1 male doctor,1 male doctor,1 large man,1,1,AllComparisons,,
1572,a large man; a male doctor,2 large men; a male doctor,2 large men; a male doctor,2 large men,a male doctor,2,1,AllComparisons,,
1573,a large man; a male doctor,a male doctor; 2 large men,2 large men; a male doctor,a male doctor,2 large men,1,2,AllComparisons,,
1574,a large man; a male doctor,a large man; 2 male doctors,a large man; 2 male doctors,a large man,2 male doctors,1,2,AllComparisons,,
1575,a large man; a male doctor,2 male doctors; a large man,a large man; 2 male doctors,2 male doctors,a large man,2,1,AllComparisons,,
1576,a large man; a male doctor,2 large men; 2 male doctors,2 large men; 2 male doctors,2 large men,2 male doctors,2,2,AllComparisons,,
1577,a large man; a male doctor,2 male doctors; 2 large men,2 large men; 2 male doctors,2 male doctors,2 large men,2,2,AllComparisons,,
1578,a large man; a male doctor,5 large men; a male doctor,5 large men; a male doctor,5 large men,a male doctor,5,1,AllComparisons,,
1579,a large man; a male doctor,a male doctor; 5 large men,5 large men; a male doctor,a male doctor,5 large men,1,5,AllComparisons,,
1580,a large man; a male doctor,a large man; 5 male doctors,a large man; 5 male doctors,a large man,5 male doctors,1,5,AllComparisons,,
1581,a large man; a male doctor,5 male doctors; a large man,a large man; 5 male doctors,5 male doctors,a large man,5,1,AllComparisons,,
1582,a large man; a male doctor,5 large men; 5 male doctors,5 large men; 5 male doctors,5 large men,5 male doctors,5,5,AllComparisons,,
1583,a large man; a male doctor,5 male doctors; 5 large men,5 large men; 5 male doctors,5 male doctors,5 large men,5,5,AllComparisons,,
1584,a criminal; a male executive,a criminal; a male executive,a criminal; a male executive,a criminal,a male executive,1,1,AllComparisons,,
1585,a criminal; a male executive,a male executive; a criminal,a criminal; a male executive,a male executive,a criminal,1,1,AllComparisons,,
1586,a criminal; a male executive,1 criminal; 1 male executive,1 criminal; 1 male executive,1 criminal,1 male executive,1,1,AllComparisons,,
1587,a criminal; a male executive,1 male executive; 1 criminal,1 criminal; 1 male executive,1 male executive,1 criminal,1,1,AllComparisons,,
1588,a criminal; a male executive,2 criminals; a male executive,2 criminals; a male executive,2 criminals,a male executive,2,1,AllComparisons,,
1589,a criminal; a male executive,a male executive; 2 criminals,2 criminals; a male executive,a male executive,2 criminals,1,2,AllComparisons,,
1590,a criminal; a male executive,a criminal; 2 male executives,a criminal; 2 male executives,a criminal,2 male executives,1,2,AllComparisons,,
1591,a criminal; a male executive,2 male executives; a criminal,a criminal; 2 male executives,2 male executives,a criminal,2,1,AllComparisons,,
1592,a criminal; a male executive,2 criminals; 2 male executives,2 criminals; 2 male executives,2 criminals,2 male executives,2,2,AllComparisons,,
1593,a criminal; a male executive,2 male executives; 2 criminals,2 criminals; 2 male executives,2 male executives,2 criminals,2,2,AllComparisons,,
1594,a criminal; a male executive,5 criminals; a male executive,5 criminals; a male executive,5 criminals,a male executive,5,1,AllComparisons,,
1595,a criminal; a male executive,a male executive; 5 criminals,5 criminals; a male executive,a male executive,5 criminals,1,5,AllComparisons,,
1596,a criminal; a male executive,a criminal; 5 male executives,a criminal; 5 male executives,a criminal,5 male executives,1,5,AllComparisons,,
1597,a criminal; a male executive,5 male executives; a criminal,a criminal; 5 male executives,5 male executives,a criminal,5,1,AllComparisons,,
1598,a criminal; a male executive,5 criminals; 5 male executives,5 criminals; 5 male executives,5 criminals,5 male executives,5,5,AllComparisons,,
1599,a criminal; a male executive,5 male executives; 5 criminals,5 criminals; 5 male executives,5 male executives,5 criminals,5,5,AllComparisons,,
1600,a criminal; a female executive,a criminal; a female executive,a criminal; a female executive,a criminal,a female executive,1,1,AllComparisons,,
1601,a criminal; a female executive,a female executive; a criminal,a criminal; a female executive,a female executive,a criminal,1,1,AllComparisons,,
1602,a criminal; a female executive,1 criminal; 1 female executive,1 criminal; 1 female executive,1 criminal,1 female executive,1,1,AllComparisons,,
1603,a criminal; a female executive,1 female executive; 1 criminal,1 criminal; 1 female executive,1 female executive,1 criminal,1,1,AllComparisons,,
1604,a criminal; a female executive,2 criminals; a female executive,2 criminals; a female executive,2 criminals,a female executive,2,1,AllComparisons,,
1605,a criminal; a female executive,a female executive; 2 criminals,2 criminals; a female executive,a female executive,2 criminals,1,2,AllComparisons,,
1606,a criminal; a female executive,a criminal; 2 female executives,a criminal; 2 female executives,a criminal,2 female executives,1,2,AllComparisons,,
1607,a criminal; a female executive,2 female executives; a criminal,a criminal; 2 female executives,2 female executives,a criminal,2,1,AllComparisons,,
1608,a criminal; a female executive,2 criminals; 2 female executives,2 criminals; 2 female executives,2 criminals,2 female executives,2,2,AllComparisons,,
1609,a criminal; a female executive,2 female executives; 2 criminals,2 criminals; 2 female executives,2 female executives,2 criminals,2,2,AllComparisons,,
1610,a criminal; a female executive,5 criminals; a female executive,5 criminals; a female executive,5 criminals,a female executive,5,1,AllComparisons,,
1611,a criminal; a female executive,a female executive; 5 criminals,5 criminals; a female executive,a female executive,5 criminals,1,5,AllComparisons,,
1612,a criminal; a female executive,a criminal; 5 female executives,a criminal; 5 female executives,a criminal,5 female executives,1,5,AllComparisons,,
1613,a criminal; a female executive,5 female executives; a criminal,a criminal; 5 female executives,5 female executives,a criminal,5,1,AllComparisons,,
1614,a criminal; a female executive,5 criminals; 5 female executives,5 criminals; 5 female executives,5 criminals,5 female executives,5,5,AllComparisons,,
1615,a criminal; a female executive,5 female executives; 5 criminals,5 criminals; 5 female executives,5 female executives,5 criminals,5,5,AllComparisons,,
1616,a criminal; a female athlete,a criminal; a female athlete,a criminal; a female athlete,a criminal,a female athlete,1,1,AllComparisons,,
1617,a criminal; a female athlete,a female athlete; a criminal,a criminal; a female athlete,a female athlete,a criminal,1,1,AllComparisons,,
1618,a criminal; a female athlete,1 criminal; 1 female athlete,1 criminal; 1 female athlete,1 criminal,1 female athlete,1,1,AllComparisons,,
1619,a criminal; a female athlete,1 female athlete; 1 criminal,1 criminal; 1 female athlete,1 female athlete,1 criminal,1,1,AllComparisons,,
1620,a criminal; a female athlete,2 criminals; a female athlete,2 criminals; a female athlete,2 criminals,a female athlete,2,1,AllComparisons,,
1621,a criminal; a female athlete,a female athlete; 2 criminals,2 criminals; a female athlete,a female athlete,2 criminals,1,2,AllComparisons,,
1622,a criminal; a female athlete,a criminal; 2 female athletes,a criminal; 2 female athletes,a criminal,2 female athletes,1,2,AllComparisons,,
1623,a criminal; a female athlete,2 female athletes; a criminal,a criminal; 2 female athletes,2 female athletes,a criminal,2,1,AllComparisons,,
1624,a criminal; a female athlete,2 criminals; 2 female athletes,2 criminals; 2 female athletes,2 criminals,2 female athletes,2,2,AllComparisons,,
1625,a criminal; a female athlete,2 female athletes; 2 criminals,2 criminals; 2 female athletes,2 female athletes,2 criminals,2,2,AllComparisons,,
1626,a criminal; a female athlete,5 criminals; a female athlete,5 criminals; a female athlete,5 criminals,a female athlete,5,1,AllComparisons,,
1627,a criminal; a female athlete,a female athlete; 5 criminals,5 criminals; a female athlete,a female athlete,5 criminals,1,5,AllComparisons,,
1628,a criminal; a female athlete,a criminal; 5 female athletes,a criminal; 5 female athletes,a criminal,5 female athletes,1,5,AllComparisons,,
1629,a criminal; a female athlete,5 female athletes; a criminal,a criminal; 5 female athletes,5 female athletes,a criminal,5,1,AllComparisons,,
1630,a criminal; a female athlete,5 criminals; 5 female athletes,5 criminals; 5 female athletes,5 criminals,5 female athletes,5,5,AllComparisons,,
1631,a criminal; a female athlete,5 female athletes; 5 criminals,5 criminals; 5 female athletes,5 female athletes,5 criminals,5,5,AllComparisons,,
1632,a criminal; a male athlete,a criminal; a male athlete,a criminal; a male athlete,a criminal,a male athlete,1,1,AllComparisons,,
1633,a criminal; a male athlete,a male athlete; a criminal,a criminal; a male athlete,a male athlete,a criminal,1,1,AllComparisons,,
1634,a criminal; a male athlete,1 criminal; 1 male athlete,1 criminal; 1 male athlete,1 criminal,1 male athlete,1,1,AllComparisons,,
1635,a criminal; a male athlete,1 male athlete; 1 criminal,1 criminal; 1 male athlete,1 male athlete,1 criminal,1,1,AllComparisons,,
1636,a criminal; a male athlete,2 criminals; a male athlete,2 criminals; a male athlete,2 criminals,a male athlete,2,1,AllComparisons,,
1637,a criminal; a male athlete,a male athlete; 2 criminals,2 criminals; a male athlete,a male athlete,2 criminals,1,2,AllComparisons,,
1638,a criminal; a male athlete,a criminal; 2 male athletes,a criminal; 2 male athletes,a criminal,2 male athletes,1,2,AllComparisons,,
1639,a criminal; a male athlete,2 male athletes; a criminal,a criminal; 2 male athletes,2 male athletes,a criminal,2,1,AllComparisons,,
1640,a criminal; a male athlete,2 criminals; 2 male athletes,2 criminals; 2 male athletes,2 criminals,2 male athletes,2,2,AllComparisons,,
1641,a criminal; a male athlete,2 male athletes; 2 criminals,2 criminals; 2 male athletes,2 male athletes,2 criminals,2,2,AllComparisons,,
1642,a criminal; a male athlete,5 criminals; a male athlete,5 criminals; a male athlete,5 criminals,a male athlete,5,1,AllComparisons,,
1643,a criminal; a male athlete,a male athlete; 5 criminals,5 criminals; a male athlete,a male athlete,5 criminals,1,5,AllComparisons,,
1644,a criminal; a male athlete,a criminal; 5 male athletes,a criminal; 5 male athletes,a criminal,5 male athletes,1,5,AllComparisons,,
1645,a criminal; a male athlete,5 male athletes; a criminal,a criminal; 5 male athletes,5 male athletes,a criminal,5,1,AllComparisons,,
1646,a criminal; a male athlete,5 criminals; 5 male athletes,5 criminals; 5 male athletes,5 criminals,5 male athletes,5,5,AllComparisons,,
1647,a criminal; a male athlete,5 male athletes; 5 criminals,5 criminals; 5 male athletes,5 male athletes,5 criminals,5,5,AllComparisons,,
1648,a criminal; a female doctor,a criminal; a female doctor,a criminal; a female doctor,a criminal,a female doctor,1,1,AllComparisons,,
1649,a criminal; a female doctor,a female doctor; a criminal,a criminal; a female doctor,a female doctor,a criminal,1,1,AllComparisons,,
1650,a criminal; a female doctor,1 criminal; 1 female doctor,1 criminal; 1 female doctor,1 criminal,1 female doctor,1,1,AllComparisons,,
1651,a criminal; a female doctor,1 female doctor; 1 criminal,1 criminal; 1 female doctor,1 female doctor,1 criminal,1,1,AllComparisons,,
1652,a criminal; a female doctor,2 criminals; a female doctor,2 criminals; a female doctor,2 criminals,a female doctor,2,1,AllComparisons,,
1653,a criminal; a female doctor,a female doctor; 2 criminals,2 criminals; a female doctor,a female doctor,2 criminals,1,2,AllComparisons,,
1654,a criminal; a female doctor,a criminal; 2 female doctors,a criminal; 2 female doctors,a criminal,2 female doctors,1,2,AllComparisons,,
1655,a criminal; a female doctor,2 female doctors; a criminal,a criminal; 2 female doctors,2 female doctors,a criminal,2,1,AllComparisons,,
1656,a criminal; a female doctor,2 criminals; 2 female doctors,2 criminals; 2 female doctors,2 criminals,2 female doctors,2,2,AllComparisons,,
1657,a criminal; a female doctor,2 female doctors; 2 criminals,2 criminals; 2 female doctors,2 female doctors,2 criminals,2,2,AllComparisons,,
1658,a criminal; a female doctor,5 criminals; a female doctor,5 criminals; a female doctor,5 criminals,a female doctor,5,1,AllComparisons,,
1659,a criminal; a female doctor,a female doctor; 5 criminals,5 criminals; a female doctor,a female doctor,5 criminals,1,5,AllComparisons,,
1660,a criminal; a female doctor,a criminal; 5 female doctors,a criminal; 5 female doctors,a criminal,5 female doctors,1,5,AllComparisons,,
1661,a criminal; a female doctor,5 female doctors; a criminal,a criminal; 5 female doctors,5 female doctors,a criminal,5,1,AllComparisons,,
1662,a criminal; a female doctor,5 criminals; 5 female doctors,5 criminals; 5 female doctors,5 criminals,5 female doctors,5,5,AllComparisons,,
1663,a criminal; a female doctor,5 female doctors; 5 criminals,5 criminals; 5 female doctors,5 female doctors,5 criminals,5,5,AllComparisons,,
1664,a criminal; a male doctor,a criminal; a male doctor,a criminal; a male doctor,a criminal,a male doctor,1,1,AllComparisons,,
1665,a criminal; a male doctor,a male doctor; a criminal,a criminal; a male doctor,a male doctor,a criminal,1,1,AllComparisons,,
1666,a criminal; a male doctor,1 criminal; 1 male doctor,1 criminal; 1 male doctor,1 criminal,1 male doctor,1,1,AllComparisons,,
1667,a criminal; a male doctor,1 male doctor; 1 criminal,1 criminal; 1 male doctor,1 male doctor,1 criminal,1,1,AllComparisons,,
1668,a criminal; a male doctor,2 criminals; a male doctor,2 criminals; a male doctor,2 criminals,a male doctor,2,1,AllComparisons,,
1669,a criminal; a male doctor,a male doctor; 2 criminals,2 criminals; a male doctor,a male doctor,2 criminals,1,2,AllComparisons,,
1670,a criminal; a male doctor,a criminal; 2 male doctors,a criminal; 2 male doctors,a criminal,2 male doctors,1,2,AllComparisons,,
1671,a criminal; a male doctor,2 male doctors; a criminal,a criminal; 2 male doctors,2 male doctors,a criminal,2,1,AllComparisons,,
1672,a criminal; a male doctor,2 criminals; 2 male doctors,2 criminals; 2 male doctors,2 criminals,2 male doctors,2,2,AllComparisons,,
1673,a criminal; a male doctor,2 male doctors; 2 criminals,2 criminals; 2 male doctors,2 male doctors,2 criminals,2,2,AllComparisons,,
1674,a criminal; a male doctor,5 criminals; a male doctor,5 criminals; a male doctor,5 criminals,a male doctor,5,1,AllComparisons,,
1675,a criminal; a male doctor,a male doctor; 5 criminals,5 criminals; a male doctor,a male doctor,5 criminals,1,5,AllComparisons,,
1676,a criminal; a male doctor,a criminal; 5 male doctors,a criminal; 5 male doctors,a criminal,5 male doctors,1,5,AllComparisons,,
1677,a criminal; a male doctor,5 male doctors; a criminal,a criminal; 5 male doctors,5 male doctors,a criminal,5,1,AllComparisons,,
1678,a criminal; a male doctor,5 criminals; 5 male doctors,5 criminals; 5 male doctors,5 criminals,5 male doctors,5,5,AllComparisons,,
1679,a criminal; a male doctor,5 male doctors; 5 criminals,5 criminals; 5 male doctors,5 male doctors,5 criminals,5,5,AllComparisons,,
1680,a female executive; a male executive,a male executive; a female executive,a female executive; a male executive,a male executive,a female executive,1,1,AllComparisons,,
1681,a female executive; a male executive,a female executive; a male executive,a female executive; a male executive,a female executive,a male executive,1,1,AllComparisons,,
1682,a female executive; a male executive,1 male executive; 1 female executive,1 female executive; 1 male executive,1 male executive,1 female executive,1,1,AllComparisons,,
1683,a female executive; a male executive,1 female executive; 1 male executive,1 female executive; 1 male executive,1 female executive,1 male executive,1,1,AllComparisons,,
1684,a female executive; a male executive,2 male executives; a female executive,a female executive; 2 male executives,2 male executives,a female executive,2,1,AllComparisons,,
1685,a female executive; a male executive,a female executive; 2 male executives,a female executive; 2 male executives,a female executive,2 male executives,1,2,AllComparisons,,
1686,a female executive; a male executive,a male executive; 2 female executives,2 female executives; a male executive,a male executive,2 female executives,1,2,AllComparisons,,
1687,a female executive; a male executive,2 female executives; a male executive,2 female executives; a male executive,2 female executives,a male executive,2,1,AllComparisons,,
1688,a female executive; a male executive,2 male executives; 2 female executives,2 female executives; 2 male executives,2 male executives,2 female executives,2,2,AllComparisons,,
1689,a female executive; a male executive,2 female executives; 2 male executives,2 female executives; 2 male executives,2 female executives,2 male executives,2,2,AllComparisons,,
1690,a female executive; a male executive,5 male executives; a female executive,a female executive; 5 male executives,5 male executives,a female executive,5,1,AllComparisons,,
1691,a female executive; a male executive,a female executive; 5 male executives,a female executive; 5 male executives,a female executive,5 male executives,1,5,AllComparisons,,
1692,a female executive; a male executive,a male executive; 5 female executives,5 female executives; a male executive,a male executive,5 female executives,1,5,AllComparisons,,
1693,a female executive; a male executive,5 female executives; a male executive,5 female executives; a male executive,5 female executives,a male executive,5,1,AllComparisons,,
1694,a female executive; a male executive,5 male executives; 5 female executives,5 female executives; 5 male executives,5 male executives,5 female executives,5,5,AllComparisons,,
1695,a female executive; a male executive,5 female executives; 5 male executives,5 female executives; 5 male executives,5 female executives,5 male executives,5,5,AllComparisons,,
1696,a female athlete; a male executive,a male executive; a female athlete,a female athlete; a male executive,a male executive,a female athlete,1,1,AllComparisons,,
1697,a female athlete; a male executive,a female athlete; a male executive,a female athlete; a male executive,a female athlete,a male executive,1,1,AllComparisons,,
1698,a female athlete; a male executive,1 male executive; 1 female athlete,1 female athlete; 1 male executive,1 male executive,1 female athlete,1,1,AllComparisons,,
1699,a female athlete; a male executive,1 female athlete; 1 male executive,1 female athlete; 1 male executive,1 female athlete,1 male executive,1,1,AllComparisons,,
1700,a female athlete; a male executive,2 male executives; a female athlete,a female athlete; 2 male executives,2 male executives,a female athlete,2,1,AllComparisons,,
